AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015749751.1	NA	adi_EST_assem_3223	NA	NA	c001419	NA	NA	NA	NA	NA	comp68763_c0_seq1	NA	NA	NA	FX435631.1	NA	NA	NA	c59522_g2_i1	NA	NA	NA	comp259642_c0_seq1
XP_015750487.1	GASU01031531.1	adi_EST_assem_17908	NA	NA	c001563p	NA	Contig_1388	NA	NA	NA	comp129937_c0_seq1	jgi|Nemve1|83847|e_gw.8.121.1	NA	NA	FX505070.1	NA	NA	NA	c50761_g1_i1	NA	NA	NA	NA
XP_015750908.1	GASU01084198.1	adi_EST_assem_6102	NA	NA	c009850	NA	Contig_5888	NA	comp60159_c0_seq3	NA	comp50958_c0_seq1	jgi|Nemve1|184270|estExt_GenewiseH_1.C_560025	NA	NA	FX438371.1	NA	NA	bu_91849.1_c9073	c51665_g1_i1	NA	NA	NA	comp259558_c0_seq6
XP_015750723.1	GASU01092832.1	NA	NA	NA	c002523	NA	NA	NA	NA	NA	NA	jgi|Nemve1|205060|fgenesh1_pg.scaffold_56000026	NA	NA	FX469410.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015778059.1	GASU01030123.1	adi_EST_assem_5108	comp2073_c0_seq1	NA	c022146	Locus_6815_Transcript_1/2_Confidence_1.0_Length_1028	Contig_3225	isotig00428	comp8136_c0_seq1	comp2206_c0_seq1	NA	jgi|Nemve1|170702|estExt_gwp.C_1540086	NA	isotig05709	NA	Unigene18690_Mix_Normal_N	c40011_g1_i1	NA	c53270_g1_i1	comp1172_c0_seq1	comp1372_c0_seq1	Spi_isotig08577	NA
XP_015750815.1	NA	adi_EST_assem_3834	comp350_c0_seq1	contig203971_147441_211386_176132	c004453	Locus_14934_Transcript_1/5_Confidence_1.0_Length_2274	Contig_4478	NA	comp210_c0_seq1	NA	NA	jgi|Nemve1|118540|e_gw.154.34.1	NA	NA	FX435721.1	Unigene46952_Mix_Normal_N	NA	bu_91849.1_c3930	c58922_g1_i1	comp1375_c0_seq1	comp1889_c0_seq1	Spi_isotig01796	comp255454_c0_seq1
XP_015751007.1	NA	NA	NA	NA	NA	NA	Contig_1675	isotig39259	NA	NA	comp71569_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp19032_c0_seq1	NA	NA	NA
XP_015750997.1	GASU01015172.1	NA	comp4494_c0_seq2	NA	c011739	Locus_13228_Transcript_1/1_Confidence_1.0_Length_1374	Contig_41597	NA	NA	NA	NA	NA	NA	NA	FX491198.1	NA	NA	bu_91849.1_c30891	c56895_g1_i1	NA	NA	NA	NA
XP_015750987.1	GASU01081422.1	adi_EST_assem_10216	comp61684_c0_seq1	NA	c012261	NA	NA	NA	comp11692_c0_seq1	comp92644_c0_seq1	NA	jgi|Nemve1|189804|estExt_GenewiseH_1.C_1510033	comp43042_c0_seq1	NA	FX438877.1	NA	NA	bu_91849.1_c2478	c56287_g1_i1	comp130399_c0_seq1	NA	Spi_isotig02618	comp248839_c0_seq1
XP_015751039.1	GASU01049174.1	NA	NA	NA	NA	Locus_1490_Transcript_1/1_Confidence_1.0_Length_926	Contig_424	NA	NA	comp90214_c0_seq1	NA	NA	NA	NA	FX480313.1	NA	NA	NA	c36335_g1_i2	NA	comp29714_c0_seq1	NA	NA
XP_015778821.1	GASU01040738.1	adi_EST_assem_10569	NA	NA	c007464	NA	NA	NA	comp14748_c0_seq1	NA	comp28524_c0_seq7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015751070.1	GASU01048973.1	NA	NA	NA	c008457	NA	Contig_41098	NA	NA	comp175298_c0_seq1	NA	jgi|Nemve1|171664|estExt_gwp.C_1850032	NA	NA	FX461020.1	NA	NA	NA	c52468_g1_i1	NA	NA	NA	comp262263_c0_seq1
XP_015751141.1	NA	NA	NA	NA	c012936	NA	Contig_1805	NA	comp38880_c0_seq2	comp81374_c0_seq2	comp61904_c0_seq1	jgi|Nemve1|243437|estExt_fgenesh1_pg.C_880089	comp45294_c0_seq8	NA	FX460965.1	NA	NA	NA	c56689_g1_i2	NA	comp48406_c0_seq1	NA	comp258042_c1_seq3
XP_015751153.1	NA	NA	NA	NA	c011073	NA	Contig_27812	NA	NA	NA	comp53215_c0_seq1	jgi|Nemve1|118781|e_gw.156.53.1	NA	NA	FX458822.1	NA	NA	NA	NA	NA	NA	NA	comp246611_c0_seq1
XP_015751182.1	NA	NA	comp7835_c0_seq1	NA	c002064	NA	NA	NA	comp34551_c0_seq1	comp9301_c0_seq4	comp7824_c0_seq1	NA	NA	NA	FX439641.1	Unigene147555_Mix_Normal_N	NA	NA	c62152_g1_i10	NA	comp4759_c0_seq1	NA	comp257486_c0_seq1
XP_015751239.1	GASU01071149.1	adi_EST_assem_15871	comp7682_c0_seq1	NA	NA	Locus_6874_Transcript_1/2_Confidence_1.0_Length_1434	Contig_36582	NA	comp47882_c0_seq1	comp172312_c0_seq1	NA	jgi|Nemve1|178696|estExt_GenewiseH_1.C_70535	NA	NA	FX439249.1	NA	NA	NA	c56730_g1_i1	NA	NA	NA	comp262038_c0_seq3
XP_015751273.1	GASU01040800.1	adi_EST_assem_8842	NA	NA	c009138	NA	Contig_41890	NA	NA	comp65795_c0_seq1	comp24166_c0_seq2	jgi|Nemve1|122269|e_gw.188.20.1	NA	NA	FX466843.1	Unigene45028_Mix_Normal_N	NA	NA	c59053_g5_i5	NA	comp16819_c0_seq1	NA	comp245803_c0_seq6
XP_015751286.1	NA	adi_EST_assem_2632	comp9240_c0_seq3	NA	c014432	NA	NA	NA	NA	NA	NA	jgi|Nemve1|248876|estExt_fgenesh1_pg.C_60080001	comp43039_c0_seq2	NA	FX452495.1	NA	c16362_g1_i4	bu_91849.1_c5839	c44421_g1_i2	NA	comp1950_c0_seq1	Spi_isotig01046	NA
XP_015751262.1	GASU01041779.1	adi_EST_assem_8546	comp7878_c0_seq4	NA	c015151	NA	Contig_27803	isotig10129	comp30596_c0_seq1	comp64629_c0_seq2	comp24619_c1_seq1	jgi|Nemve1|171689|estExt_gwp.C_1850097	NA	NA	FX461998.1	Unigene146700_Mix_Normal_N	c16464_g1_i1	NA	c49275_g1_i2	NA	comp89657_c0_seq1	NA	comp238503_c0_seq1
XP_015780090.1	NA	adi_EST_assem_11521	NA	NA	c004106	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX441204.1	NA	NA	NA	NA	NA	NA	NA	comp261075_c0_seq1
XP_015751372.1	GASU01040719.1	NA	comp70062_c0_seq1	NA	c005602	NA	Contig_40645	NA	comp30009_c0_seq1	comp13816_c0_seq7	comp50516_c0_seq1	jgi|Nemve1|83150|e_gw.7.122.1	NA	NA	FX452095.1	NA	NA	bu_91849.1_c25284	c56651_g1_i1	NA	NA	Spi_isotig05103	comp257125_c0_seq2
XP_015751507.1	GASU01015493.1	adi_EST_assem_1016	NA	NA	c005385	NA	Contig_13393	NA	NA	NA	comp5863_c0_seq1	jgi|Nemve1|96339|e_gw.42.5.1	NA	NA	FX435852.1	NA	NA	NA	c60122_g1_i1	NA	NA	NA	NA
XP_015747368.1	GASU01070375.1	adi_EST_assem_5518	comp29881_c0_seq1	NA	c007917	NA	Contig_41489	NA	NA	comp24468_c3_seq1	comp49689_c0_seq1	jgi|Nemve1|141560|e_gw.586.6.1	NA	NA	FX439321.1	NA	NA	NA	c57737_g1_i2	NA	comp115464_c0_seq2	NA	NA
XP_015751631.1	NA	NA	NA	NA	c012383	NA	NA	NA	NA	comp104725_c0_seq1	NA	NA	NA	NA	FX448967.1	NA	NA	NA	c57786_g1_i3	NA	comp18273_c0_seq1	NA	comp243415_c0_seq1
XP_015751648.1	GASU01020550.1	NA	NA	NA	c016454	Locus_8958_Transcript_2/4_Confidence_1.0_Length_1354	Contig_6854	NA	NA	NA	NA	NA	comp12679_c0_seq1	NA	FX440146.1	Unigene22574_Mix_Normal_N	c17465_g1_i1	bu_91849.1_c4138	c53021_g1_i1	comp8485_c0_seq1	comp10562_c0_seq1	Spi_isotig07118	comp261860_c0_seq5
XP_015751659.1	GASU01015559.1	adi_EST_assem_3174	NA	NA	c008505	NA	Contig_10515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015751686.1	GASU01030112.1	adi_EST_assem_13271	NA	NA	c008758	NA	Contig_9513	isotig04361	comp69447_c0_seq1	comp50049_c0_seq1	NA	NA	NA	NA	FX464648.1	NA	NA	bu_91849.1_c22763	NA	comp12319_c0_seq5	NA	NA	comp254621_c0_seq6
XP_015751902.1	NA	adi_EST_assem_15684	NA	NA	c008025	Locus_10847_Transcript_1/1_Confidence_1.0_Length_1271	Contig_13081	NA	comp23849_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c14980_g1_i1	NA	NA	comp40774_c0_seq1	NA	NA	NA
XP_015751917.1	NA	NA	NA	contig104395_153016	NA	NA	NA	NA	NA	comp64593_c0_seq1	comp5817_c0_seq3	NA	comp46410_c0_seq2	NA	FX471522.1	NA	NA	NA	NA	NA	NA	NA	comp262737_c0_seq1
XP_015751958.1	GASU01070676.1	adi_EST_assem_5489	NA	NA	c004746	Locus_10_Transcript_2/3_Confidence_1.0_Length_1777	Contig_24222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c55154_g1_i2	NA	NA	Spi_isotig04979	NA
XP_015752015.1	GASU01080071.1	adi_EST_assem_5197	comp53329_c0_seq2	NA	c001202	Locus_1853_Transcript_1/2_Confidence_1.0_Length_2755	NA	NA	NA	NA	NA	jgi|Nemve1|239709|estExt_fgenesh1_pg.C_180103	comp43016_c0_seq1	NA	NA	NA	NA	NA	NA	NA	comp71538_c0_seq1	NA	NA
XP_015752027.1	NA	adi_EST_assem_17881	comp7337_c3_seq5	NA	c016647	NA	Contig_1906	NA	NA	comp44390_c0_seq1	comp52764_c0_seq1	NA	NA	isotig04705	NA	NA	c38783_g1_i1	NA	c57534_g1_i1	comp155410_c0_seq1	comp7700_c0_seq7	Spi_isotig07848	NA
XP_015752117.1	NA	NA	NA	NA	c020558	NA	Contig_947	NA	NA	NA	comp49651_c0_seq3	NA	NA	isotig12384	NA	Unigene96114_Mix_Normal_N	c17617_g3_i1	bu_91849.1_c20337	NA	NA	comp52868_c0_seq1	Spi_isotig02975	NA
XP_015753185.1	NA	NA	NA	NA	c019420	NA	NA	NA	NA	NA	NA	NA	NA	isotig01537	NA	NA	c5689_g1_i1	NA	c43508_g1_i2	NA	NA	NA	NA
XP_015753228.1	GASU01014312.1	adi_EST_assem_3470	comp49517_c0_seq1	NA	c008169	Locus_12443_Transcript_1/1_Confidence_1.0_Length_1957	Contig_23675	NA	NA	comp70792_c0_seq2	comp31008_c0_seq4	NA	comp44411_c0_seq4	NA	FX436996.1	Unigene73532_Mix_Normal_N	NA	bu_91849.1_lrc19478	c51848_g2_i1	NA	NA	Spi_isotig06259	comp255739_c0_seq1
XP_015753303.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp41256_c0_seq1	NA	NA	NA	NA	NA	c13774_g1_i3	NA	c55287_g1_i2	NA	comp11030_c0_seq1	NA	NA
XP_015753358.1	GASU01086651.1	adi_EST_assem_15147	comp71782_c0_seq1	NA	c005099p	NA	NA	NA	NA	comp248_c91_seq31	comp100524_c0_seq1	jgi|Nemve1|237130|estExt_fgenesh1_kg.C_1210004	comp34520_c0_seq1	NA	NA	NA	c7423_g1_i1	NA	NA	NA	NA	Spi_isotig04835	comp251224_c0_seq4
XP_015753348.1	NA	adi_EST_assem_4839	NA	NA	c005099m	Locus_6607_Transcript_1/1_Confidence_1.0_Length_1299	Contig_25666	isotig15575	NA	comp11242_c0_seq4	comp29549_c0_seq1	jgi|Nemve1|92892|e_gw.31.166.1	comp40299_c0_seq2	NA	FX461549.1	NA	NA	NA	c58197_g2_i4	comp15718_c0_seq1	comp42854_c0_seq1	Spi_isotig05759	NA
XP_015753402.1	NA	adi_EST_assem_5333	NA	NA	c014172	NA	Contig_12856	isotig09644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015752635.1	GASU01014821.1	adi_EST_assem_2014	comp7056_c0_seq1	NA	c007517	Locus_15286_Transcript_1/1_Confidence_1.0_Length_1136	Contig_26984	isotig02747	NA	NA	comp6639_c1_seq2	jgi|Nemve1|174974|estExt_gwp.C_3480026	NA	NA	NA	NA	NA	NA	c60720_g1_i3	NA	NA	Spi_isotig02218	NA
XP_015753484.1	NA	adi_EST_assem_4334	NA	NA	NA	NA	Contig_37189	NA	NA	comp19771_c0_seq1	comp14883_c0_seq1	NA	NA	NA	FX480131.1	Unigene125349_Mix_Normal_N	c17134_g1_i1	NA	c59630_g1_i1	comp64784_c0_seq1	NA	NA	comp253831_c0_seq11
XP_015753515.1	GASU01069627.1	NA	NA	NA	c003757p	NA	NA	NA	comp97176_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	c59189_g1_i3	NA	NA	NA	comp259736_c0_seq1
XP_015753679.1	NA	NA	NA	NA	c023130	NA	NA	NA	comp80446_c0_seq1	comp23613_c0_seq9	NA	NA	NA	NA	FX504621.1	NA	NA	NA	c52135_g1_i1	comp17735_c0_seq1	comp7265_c0_seq2	NA	comp263757_c0_seq1
XP_015753689.1	GASU01005365.1	adi_EST_assem_1169	NA	NA	c030719	Locus_12391_Transcript_1/1_Confidence_1.0_Length_723	NA	NA	NA	comp43197_c0_seq1	comp46698_c0_seq4	jgi|Nemve1|200822|fgenesh1_pg.scaffold_24000036	NA	NA	FX498776.1	Unigene145917_Mix_Normal_N	c12162_g1_i1	NA	NA	comp15917_c0_seq1	comp110366_c0_seq1	Spi_isotig09920	NA
XP_015753650.1	NA	NA	comp43717_c0_seq1	NA	NA	NA	NA	isotig09898	NA	NA	NA	NA	NA	isotig04888	NA	NA	c39572_g1_i1	NA	NA	NA	NA	NA	NA
XP_015753660.1	GASU01092130.1	adi_EST_assem_5871	NA	NA	c022931	NA	Contig_13605	NA	NA	comp178926_c0_seq1	NA	jgi|Nemve1|244670|estExt_fgenesh1_pg.C_1300005	NA	isotig05499	FX448932.1	NA	c1985_g1_i1	NA	c49625_g1_i1	comp142993_c0_seq1	NA	NA	comp239258_c0_seq1
XP_015753637.1	NA	adi_EST_assem_5701	NA	NA	c005474p	NA	Contig_3055	NA	NA	NA	NA	NA	NA	NA	FX504139.1	NA	NA	NA	c59819_g2_i2	comp51725_c0_seq2	NA	NA	comp247840_c0_seq1
XP_015753556.1	GASU01021561.1	adi_EST_assem_13747	comp13579_c0_seq1	NA	c004585	NA	NA	NA	NA	NA	comp91126_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015753754.1	GASU01084964.1	adi_EST_assem_8071	NA	NA	c018380	NA	Contig_11304	NA	comp14330_c0_seq1	NA	comp28320_c0_seq1	jgi|Nemve1|122914|e_gw.194.11.1	comp58538_c0_seq1	NA	FX448462.1	Unigene19734_Mix_Normal_N	c9829_g1_i1	bu_91849.1_c6014	c45969_g1_i1	comp5579_c0_seq2	NA	Spi_isotig07337	comp241079_c1_seq2
XP_015753743.1	GASU01031267.1	NA	comp2088_c0_seq1	NA	c006465	Locus_12641_Transcript_1/1_Confidence_1.0_Length_2369	Contig_23469	isotig09245	comp6055_c0_seq3	comp13876_c0_seq3	comp6379_c0_seq2	jgi|Nemve1|246059|estExt_fgenesh1_pg.C_1940029	comp43248_c0_seq1	NA	NA	Unigene45971_Mix_Normal_N	NA	NA	c50145_g1_i1	comp8668_c0_seq1	comp2146_c1_seq2	Spi_isotig02307	comp244296_c0_seq1
XP_015753816.1	NA	adi_EST_assem_12680	NA	NA	c011335	NA	Contig_9098	NA	comp31437_c0_seq2	NA	NA	NA	comp42544_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig05408	comp261380_c0_seq1
XP_015753827.1	GASU01081233.1	adi_EST_assem_1145	NA	NA	c003145	NA	Contig_708	NA	NA	NA	comp18560_c0_seq2	NA	NA	NA	FX437302.1	Unigene72504_Mix_Normal_N	NA	NA	c59100_g1_i1	NA	comp17657_c0_seq1	NA	comp260958_c0_seq3
XP_015753849.1	NA	NA	NA	NA	NA	NA	NA	NA	comp3610_c0_seq1	comp29041_c0_seq1	comp23712_c0_seq1	NA	NA	NA	FX459947.1	NA	NA	bu_91849.1_c19377	c57702_g3_i1	comp16698_c0_seq1	NA	NA	comp260783_c0_seq3
XP_015753884.1	NA	adi_EST_assem_2819	comp3853_c0_seq2	NA	c003314p	NA	NA	NA	comp14022_c0_seq1	NA	NA	jgi|Nemve1|230428|fgenesh1_pm.scaffold_186000006	NA	isotig04340	FX453602.1	NA	NA	NA	c46175_g1_i1	NA	NA	NA	NA
XP_015753961.1	NA	adi_EST_assem_9098	comp57857_c1_seq3	contig74907	NA	Locus_15705_Transcript_1/1_Confidence_1.0_Length_1430	Contig_4612	NA	NA	NA	NA	NA	NA	NA	NA	Unigene147357_Mix_Normal_N	NA	NA	NA	NA	comp10205_c0_seq1	NA	NA
XP_015753982.1	GASU01030999.1	adi_EST_assem_363	comp4565_c0_seq16	NA	NA	Locus_5373_Transcript_1/1_Confidence_1.0_Length_1823	Contig_6855	isotig10019	NA	NA	NA	jgi|Nemve1|237547|estExt_fgenesh1_kg.C_3270001	comp45664_c0_seq1	isotig03486	FX435429.1	Unigene47533_Mix_Normal_N	c14385_g1_i1	NA	c60952_g2_i1	comp2038_c0_seq1	comp1155_c0_seq1	Spi_isotig04826	comp255608_c0_seq1
XP_015754117.1	GASU01081187.1	adi_EST_assem_7232	comp30303_c0_seq1	NA	NA	NA	NA	NA	NA	comp65863_c0_seq1	comp28323_c0_seq3	jgi|Nemve1|127539|e_gw.239.5.1	NA	NA	FX504111.1	NA	NA	NA	c58129_g5_i1	NA	NA	Spi_isotig04887	comp251365_c2_seq1
XP_015754036.1	NA	adi_EST_assem_4983	NA	NA	c002806	NA	NA	NA	NA	NA	comp11678_c0_seq1	NA	NA	NA	FX453186.1	NA	NA	NA	NA	NA	comp28789_c1_seq1	NA	NA
XP_015754098.1	NA	NA	NA	NA	c011300	NA	NA	NA	NA	NA	NA	jgi|Nemve1|24727|gw.78.60.1	NA	NA	FX442861.1	NA	NA	NA	c57442_g1_i3	NA	NA	NA	comp238942_c0_seq1
XP_015754129.1	GASU01021893.1	adi_EST_assem_12262	NA	NA	c021628	Locus_4201_Transcript_1/1_Confidence_1.0_Length_1272	Contig_39603	isotig16254	comp35128_c0_seq1	comp26652_c0_seq1	NA	jgi|Nemve1|245555|estExt_fgenesh1_pg.C_1660038	NA	NA	FX462974.1	NA	c14818_g1_i1	bu_91849.1_c18073	c60107_g2_i3	comp84848_c0_seq1	comp28497_c0_seq1	Spi_isotig09533	comp183429_c0_seq1
XP_015752805.1	GASU01015908.1	NA	comp7256_c0_seq2	NA	c009941	Locus_15402_Transcript_1/1_Confidence_1.0_Length_1522	Contig_10697	isotig09610	comp53529_c0_seq1	comp97797_c0_seq1	NA	jgi|Nemve1|185991|estExt_GenewiseH_1.C_780074	NA	NA	FX452753.1	Unigene77620_Mix_Normal_N	c10512_g1_i2	NA	c61685_g1_i9	comp92539_c0_seq1	NA	Spi_isotig04774	comp254018_c0_seq1
XP_015754160.1	GASU01006531.1	adi_EST_assem_12773	comp10986_c0_seq2	NA	c016511	Locus_6521_Transcript_1/4_Confidence_1.0_Length_1464	Contig_35169	isotig12127	comp12319_c0_seq3	comp112130_c0_seq1	NA	jgi|Nemve1|176370|estExt_gwp.C_7280005	NA	NA	FX462001.1	Unigene5761_Mix_Normal_N	c17701_g1_i1	bu_91849.1_c52879	c61486_g4_i2	comp25111_c0_seq4	comp13403_c0_seq2	NA	NA
XP_015754187.1	GASU01031718.1	adi_EST_assem_2940	NA	NA	NA	NA	Contig_15334	NA	comp1380_c0_seq3	NA	comp4918_c1_seq1	jgi|Nemve1|195566|estExt_GenewiseH_1.C_7280001	comp44702_c0_seq2	isotig03668	FX459914.1	Unigene136754_Mix_Normal_N	NA	NA	c57318_g1_i5	comp2254_c0_seq1	NA	Spi_isotig04778	comp247375_c1_seq5
XP_015754224.1	GASU01005856.1	adi_EST_assem_4151	comp61512_c0_seq1	NA	NA	NA	Contig_3853	NA	comp5898_c0_seq1	comp24329_c0_seq1	comp22766_c0_seq2	jgi|Nemve1|125694|e_gw.222.13.1	NA	NA	FX438168.1	NA	NA	NA	NA	comp3189_c0_seq2	comp27332_c0_seq1	NA	NA
XP_015754198.1	GASU01031422.1	adi_EST_assem_5125	comp60073_c0_seq1	NA	c013071	NA	Contig_13096	NA	comp29252_c0_seq1	comp2914_c1_seq2	NA	jgi|Nemve1|212981|fgenesh1_pg.scaffold_166000052	comp45932_c0_seq1	isotig03277	FX436450.1	Unigene18485_Mix_Normal_N	NA	NA	c59639_g1_i6	NA	comp39674_c0_seq1	NA	comp224851_c0_seq1
XP_015754216.1	GASU01003681.1	NA	comp2131_c0_seq1	NA	c036347	Locus_14670_Transcript_2/2_Confidence_1.0_Length_660	NA	isotig30282	NA	NA	NA	jgi|Nemve1|171063|estExt_gwp.C_1660097	NA	NA	NA	NA	NA	bu_91849.1_c45320	NA	NA	comp5611_c0_seq1	Spi_isotig11332	comp149454_c0_seq1
XP_015754204.1	GASU01084009.1	adi_EST_assem_4260	comp93026_c0_seq1	NA	c025342	NA	Contig_2205	isotig12041	NA	comp46232_c0_seq2	comp15305_c0_seq1	jgi|Nemve1|119986|e_gw.166.72.1	NA	NA	NA	Unigene73384_Mix_Normal_N	c13551_g1_i1	NA	c53664_g1_i1	comp31295_c0_seq2	comp29962_c0_seq1	Spi_isotig11715	NA
XP_015754250.1	NA	NA	NA	NA	c011529	NA	NA	NA	comp50868_c0_seq2	NA	NA	jgi|Nemve1|185504|estExt_GenewiseH_1.C_710167	NA	NA	FX442800.1	NA	NA	NA	c48290_g1_i1	NA	NA	NA	NA
XP_015754261.1	NA	adi_EST_assem_15202	NA	NA	c015373	Locus_10216_Transcript_1/3_Confidence_1.0_Length_543	Contig_19976	isotig34777	NA	comp114462_c0_seq1	comp26372_c0_seq1	jgi|Nemve1|207221|fgenesh1_pg.scaffold_78000023	comp71453_c0_seq1	isotig09603	FX444788.1	Unigene117664_Mix_Normal_N	c9365_g1_i1	bu_91849.1_c19020	c36562_g1_i2	comp6200_c0_seq2	comp37738_c0_seq1	NA	comp238455_c0_seq1
XP_015755212.1	NA	adi_EST_assem_23187	NA	NA	NA	NA	NA	NA	comp280501_c0_seq1	comp47382_c0_seq6	comp38024_c0_seq3	NA	NA	NA	NA	Unigene102087_Mix_Normal_N	c35925_g1_i1	NA	NA	NA	NA	NA	NA
XP_015755194.1	GASU01030548.1	adi_EST_assem_78	NA	contig149372	c029868	Locus_7479_Transcript_1/3_Confidence_1.0_Length_1522	NA	isotig15079	comp1227_c0_seq1	NA	comp1423_c0_seq1	jgi|Nemve1|98111|e_gw.48.236.1	comp36331_c0_seq1	isotig04648	NA	Unigene18414_Mix_Normal_N	c15883_g1_i1	NA	c52915_g1_i1	comp2657_c0_seq2	NA	Spi_isotig08473	comp246819_c0_seq2
XP_015755240.1	NA	NA	NA	NA	c027625	NA	Contig_26726	NA	comp95122_c0_seq1	comp228568_c0_seq1	comp80752_c0_seq1	NA	NA	NA	FX483286.1	NA	NA	NA	c42490_g1_i1	comp89984_c0_seq1	NA	NA	comp263145_c0_seq2
XP_015755163.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp126991_c0_seq1	NA	NA	NA	NA	CL2633.Contig1_Mix_Normal_N	NA	NA	c51868_g1_i4	NA	NA	NA	comp259441_c0_seq16
XP_015755338.1	NA	adi_EST_assem_9803	NA	NA	c012772	NA	Contig_28900	NA	NA	NA	comp26819_c0_seq2	NA	comp44515_c0_seq1	isotig03281	FX478222.1	Unigene67340_Mix_Normal_N	NA	NA	c54893_g1_i1	comp33666_c0_seq1	NA	NA	NA
XP_015755348.1	GASU01045645.1	adi_EST_assem_14697	NA	NA	c014445	NA	Contig_41048	NA	comp47549_c0_seq1	NA	comp18854_c0_seq3	NA	NA	isotig03574	FX441879.1	NA	NA	NA	c44449_g1_i2	NA	NA	NA	comp258499_c0_seq2
XP_015755379.1	NA	adi_EST_assem_12965	NA	NA	NA	NA	Contig_11485	isotig02308	NA	comp7774_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig01648	NA
XP_015755387.1	GASU01015818.1	NA	comp21091_c0_seq2	contig57307_212866	c017999	Locus_7897_Transcript_1/1_Confidence_1.0_Length_2088	Contig_37131	isotig02309	NA	comp7774_c0_seq1	comp14456_c0_seq1	NA	comp29871_c0_seq1	isotig01758	FX438730.1	Unigene125453_Mix_Normal_N	c7041_g1_i1	bu_91849.1_c2979	c48524_g2_i1	comp12427_c0_seq1	comp9540_c0_seq1	Spi_isotig01649	comp228253_c0_seq2
XP_015754515.1	NA	NA	NA	NA	c012663	NA	Contig_19949	NA	comp78450_c0_seq1	NA	NA	jgi|Nemve1|117051|e_gw.143.10.1	NA	NA	NA	Unigene20099_Mix_Normal_N	c17918_g4_i1	NA	c32847_g1_i1	NA	NA	NA	NA
XP_015754526.1	GASU01079692.1	adi_EST_assem_2449	NA	NA	c005984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260794_c0_seq1
XP_015755495.1	NA	adi_EST_assem_6169	NA	NA	c000185	NA	NA	NA	comp1345_c3_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	c62268_g1_i1	NA	NA	NA	comp260981_c0_seq4
XP_015755518.1	GASU01019608.1	adi_EST_assem_9434	comp10113_c0_seq1	NA	c022699	Locus_12237_Transcript_1/1_Confidence_1.0_Length_1189	Contig_3676	NA	comp14122_c0_seq1	comp38816_c0_seq1	comp123081_c0_seq1	jgi|Nemve1|244148|estExt_fgenesh1_pg.C_1110019	comp33625_c0_seq1	NA	NA	NA	c7360_g1_i1	bu_91849.1_c23318	c53288_g1_i1	comp71463_c0_seq1	NA	Spi_isotig07612	comp237058_c0_seq1
XP_015755579.1	GASU01031502.1	adi_EST_assem_724	NA	contig152208	c025472	Locus_4204_Transcript_4/7_Confidence_1.0_Length_916	Contig_861	isotig13190	comp7225_c0_seq1	NA	comp13519_c0_seq1	NA	NA	isotig01721	FX436321.1	Unigene126429_Mix_Normal_N	c5883_g1_i1	bu_91849.1_c18058	c49508_g1_i1	comp6573_c0_seq1	NA	Spi_isotig09302	NA
XP_015754572.1	NA	NA	NA	NA	c007131	NA	Contig_26298	NA	NA	NA	NA	jgi|Nemve1|213150|fgenesh1_pg.scaffold_170000013	NA	NA	FX480217.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755625.1	NA	NA	NA	NA	c005420	NA	NA	NA	comp66072_c0_seq5	NA	NA	NA	NA	NA	FX444722.1	NA	NA	NA	c51093_g1_i1	NA	NA	NA	NA
XP_015755646.1	GASU01092521.1	adi_EST_assem_25964	NA	NA	c020972	NA	Contig_11622	NA	NA	NA	comp62161_c0_seq1	NA	NA	NA	FX491996.1	NA	NA	bu_91849.1_c12156	c59497_g1_i2	NA	NA	NA	NA
