AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015772481.1	GASU01030130.1	adi_EST_assem_3696	NA	NA	NA	NA	Contig_15934	NA	NA	NA	NA	jgi|Nemve1|24362|gw.54.48.1	comp46775_c1_seq19	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig02531	NA
XP_015751477.1	NA	NA	NA	NA	c029393	NA	Contig_40808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp238911_c0_seq3
XP_015767720.1	GASU01030887.1	NA	NA	NA	c027200	NA	NA	isotig05320	NA	NA	NA	NA	NA	isotig01743	NA	NA	c9950_g1_i2	NA	c51880_g1_i2	comp699_c0_seq3	NA	Spi_isotig01498	comp248473_c0_seq5
XP_015772482.1	NA	NA	comp87957_c0_seq1	NA	NA	Locus_14172_Transcript_1/3_Confidence_1.0_Length_1538	NA	NA	NA	comp38304_c0_seq2	NA	NA	NA	NA	FX462507.1	NA	NA	NA	c59648_g1_i1	NA	NA	NA	NA
XP_015776089.1	NA	NA	NA	NA	c018795	NA	NA	NA	comp9316_c0_seq2	comp18498_c0_seq1	comp39769_c0_seq2	jgi|Nemve1|203822|fgenesh1_pg.scaffold_46000011	NA	NA	FX438710.1	NA	NA	NA	c58709_g3_i2	NA	NA	NA	comp252716_c0_seq2
XP_015763339.1	GASU01080210.1	adi_EST_assem_24548	comp28837_c0_seq1	NA	c035699	NA	Contig_12937	isotig19799	NA	comp5111_c0_seq1	NA	jgi|Nemve1|215518|fgenesh1_pg.scaffold_230000010	NA	NA	FX800266.1	NA	c16625_g1_i1	bu_91849.1_c3461	c46203_g1_i1	comp2707_c0_seq13	NA	Spi_isotig09177	comp254696_c0_seq11
XP_015771891.1	GASU01085347.1	adi_EST_assem_5349	NA	NA	c027169	NA	NA	isotig13209	NA	comp20664_c0_seq4	NA	NA	comp73824_c0_seq1	NA	FX490794.1	Unigene147771_Mix_Normal_N	c11239_g1_i1	bu_91849.1_c19228	c50915_g1_i1	comp10149_c1_seq1	NA	Spi_isotig06577	comp251636_c0_seq2
XP_015769618.1	NA	NA	NA	NA	NA	NA	NA	NA	comp33164_c0_seq1	NA	NA	NA	NA	NA	NA	CL3564.Contig1_Mix_Normal_N	c14784_g1_i1	NA	NA	NA	NA	NA	comp257558_c0_seq5
XP_015773166.1	GASU01085642.1	adi_EST_assem_7712	NA	NA	c029018	Locus_12686_Transcript_2/2_Confidence_1.0_Length_490	Contig_35285	isotig35604	comp4592_c1_seq1	comp3614_c1_seq1	NA	NA	comp11465_c0_seq1	NA	FX802064.1	Unigene95533_Mix_Normal_N	NA	NA	NA	NA	NA	Spi_isotig11524	comp113149_c0_seq1
XP_015751235.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp114542_c0_seq1	comp75324_c0_seq3	jgi|Nemve1|160909|estExt_gwp.C_160334	NA	NA	NA	NA	c13166_g1_i1	bu_91849.1_c18820	NA	NA	NA	NA	NA
XP_015774826.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX451917.1	Unigene18760_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp261459_c0_seq3
XP_015774837.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp46507_c0_seq4	NA	NA	Unigene18759_Mix_Normal_N	NA	NA	NA	NA	comp15182_c0_seq3	NA	comp261459_c0_seq1
XP_015767756.1	GASU01080611.1	adi_EST_assem_1304	NA	NA	c003274	NA	Contig_41326	NA	NA	NA	NA	NA	NA	NA	FX452874.1	NA	NA	NA	c61961_g1_i6	NA	NA	NA	NA
XP_015751182.1	NA	NA	comp7835_c0_seq1	NA	c002064	NA	NA	NA	comp34551_c0_seq1	NA	NA	NA	NA	NA	FX439641.1	Unigene147555_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp257486_c0_seq1
XP_015766318.1	GASU01030706.1	adi_EST_assem_9321	NA	NA	c008149	NA	Contig_4072	NA	NA	NA	NA	NA	NA	NA	NA	NA	c13882_g1_i2	NA	NA	NA	NA	NA	NA
XP_015747633.1	GASU01030644.1	NA	NA	NA	NA	NA	Contig_748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp5708_c0_seq1	NA	NA
XP_015747635.1	NA	adi_EST_assem_8875	NA	NA	c029790	NA	NA	NA	NA	NA	NA	NA	NA	isotig00153	NA	Unigene25866_Mix_Normal_N	NA	bu_91849.1_c456	c51391_g1_i1	NA	NA	NA	NA
XP_015755783.1	NA	adi_EST_assem_4869	NA	NA	NA	NA	NA	NA	comp6560_c0_seq1	NA	NA	NA	NA	NA	FX460887.1	Unigene17248_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015772145.1	NA	NA	NA	NA	NA	Locus_11534_Transcript_1/2_Confidence_1.0_Length_6548	NA	NA	NA	NA	NA	NA	comp42804_c0_seq1	NA	NA	Unigene44899_Mix_Normal_N	NA	NA	c62176_g2_i2	NA	NA	NA	NA
XP_015761933.1	GASU01005165.1	NA	NA	NA	c013058	NA	NA	isotig04923	comp86885_c0_seq1	NA	comp73749_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c21481	NA	NA	NA	NA	NA
XP_015761692.1	GASU01085189.1	adi_EST_assem_1778	NA	NA	NA	NA	Contig_25275	isotig04331	NA	NA	NA	NA	NA	NA	FX440992.1	Unigene25886_Mix_Normal_N	NA	NA	c56658_g1_i2	NA	NA	NA	NA
XP_015751473.1	GASU01041092.1	adi_EST_assem_4661	comp35410_c0_seq1	NA	c002661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene154756_Mix_Normal_N	NA	NA	c58553_g2_i2	NA	NA	NA	comp246349_c0_seq2
XP_015767962.1	GASU01014281.1	adi_EST_assem_3854	comp22658_c0_seq1	contig137306_212438	NA	Locus_11448_Transcript_1/1_Confidence_1.0_Length_1292	Contig_5950	NA	comp18568_c0_seq1	comp7578_c0_seq1	NA	NA	NA	NA	FX438054.1	Unigene46817_Mix_Normal_N	c12386_g1_i1	NA	c55253_g1_i1	NA	NA	Spi_isotig08865	comp242634_c0_seq1
XP_015779524.1	GASU01031065.1	NA	NA	contig14879	NA	NA	NA	isotig14930	comp5852_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_lrc67904	NA	NA	NA	NA	NA
XP_015761707.1	GASU01017565.1	NA	comp31403_c0_seq1	NA	c014071	NA	Contig_35043	NA	comp13633_c0_seq1	NA	comp51337_c0_seq3	jgi|Nemve1|213263|fgenesh1_pg.scaffold_172000046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp238469_c0_seq3
XP_015758285.1	GASU01004878.1	adi_EST_assem_7454	NA	NA	c013933	NA	Contig_5709	isotig12782	NA	comp6633_c0_seq1	comp68545_c0_seq1	jgi|Nemve1|71320|gw.87.182.1	NA	NA	NA	Unigene68558_Mix_Normal_N	c15856_g1_i1	bu_91849.1_c25507	c59496_g5_i1	comp60849_c0_seq1	NA	Spi_isotig09395	NA
XP_015759638.1	NA	NA	NA	NA	c008140	NA	NA	NA	NA	NA	NA	jgi|Nemve1|82371|e_gw.5.62.1	NA	NA	FX470493.1	NA	NA	NA	c49453_g1_i1	NA	NA	NA	comp240704_c0_seq1
XP_015748165.1	GASU01080509.1	adi_EST_assem_16466	NA	NA	c011448m	NA	Contig_35064	NA	comp38222_c0_seq1	NA	comp12674_c0_seq3	NA	NA	NA	NA	NA	NA	NA	c59958_g1_i4	NA	comp14440_c0_seq2	NA	NA
XP_015748700.1	GASU01014684.1	adi_EST_assem_12208	comp21793_c1_seq1	contig74572_156171_213617_211945	c009452	Locus_4475_Transcript_1/1_Confidence_1.0_Length_2375	Contig_17429	NA	comp10403_c0_seq1	comp25073_c0_seq1	NA	jgi|Nemve1|124869|e_gw.214.14.1	NA	isotig03434	FX436818.1	NA	c11367_g1_i1	NA	c29938_g1_i1	comp60641_c0_seq1	comp22453_c0_seq1	NA	NA
XP_015763216.1	GASU01070689.1	adi_EST_assem_4519	NA	NA	c002777	NA	Contig_2547	isotig03686	NA	comp4521_c0_seq1	NA	NA	NA	isotig10374	FX453220.1	Unigene17154_Mix_Normal_N	c6928_g1_i1	NA	c57231_g3_i1	comp13535_c0_seq1	comp13734_c0_seq1	Spi_isotig10929	comp255593_c1_seq1
XP_015774963.1	GASU01081253.1	adi_EST_assem_6040	NA	NA	c001435	NA	NA	NA	NA	comp39368_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	c60468_g2_i5	NA	NA	NA	NA
XP_015777010.1	NA	adi_EST_assem_7473	NA	NA	c003188	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX437807.1	NA	NA	NA	c58350_g1_i1	NA	NA	NA	comp255465_c1_seq3
XP_015754975.1	GASU01080510.1	adi_EST_assem_4106	NA	NA	c007929	Locus_770_Transcript_1/2_Confidence_1.0_Length_1732	Contig_1839	isotig09571	NA	comp21856_c0_seq1	NA	NA	NA	NA	FX439165.1	NA	NA	bu_91849.1_c1380	c55699_g1_i1	comp19230_c0_seq1	NA	NA	comp260456_c1_seq2
XP_015777102.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp9218_c0_seq1	NA	NA	NA	NA	FX436162.1	NA	NA	NA	c54710_g1_i1	NA	NA	NA	comp263434_c3_seq2
XP_015763163.1	NA	adi_EST_assem_280	NA	NA	c000450	Locus_4281_Transcript_1/2_Confidence_1.0_Length_7036	NA	NA	NA	NA	NA	NA	NA	NA	FX437729.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015751079.1	NA	NA	NA	NA	c001058	Locus_9539_Transcript_1/1_Confidence_1.0_Length_6803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp550_c0_seq1	NA	NA	NA
XP_015758543.1	GASU01015078.1	adi_EST_assem_20270	comp32683_c0_seq2	NA	c004015	NA	Contig_7196	NA	comp10824_c0_seq1	comp284596_c0_seq1	comp46285_c0_seq1	jgi|Nemve1|159188|estExt_gwp.C_60449	comp69241_c0_seq1	isotig04337	FX800820.1	NA	c897_g1_i1	NA	NA	comp40423_c0_seq1	NA	NA	comp256178_c0_seq3
XP_015759971.1	GASU01094658.1	NA	comp39119_c0_seq1	NA	c009385	Locus_10122_Transcript_1/2_Confidence_1.0_Length_1755	Contig_25520	NA	NA	NA	comp54747_c0_seq1	NA	NA	NA	FX437989.1	NA	NA	NA	c57331_g1_i2	NA	NA	NA	comp240249_c0_seq2
XP_015756884.1	GASU01068225.1	NA	NA	NA	c011145	Locus_15202_Transcript_1/1_Confidence_1.0_Length_1470	Contig_1438	NA	comp153071_c0_seq1	NA	NA	NA	NA	NA	FX801002.1	NA	NA	NA	c28644_g1_i1	NA	NA	NA	NA
XP_015757009.1	GASU01021490.1	adi_EST_assem_9416	NA	NA	c018664	NA	Contig_7555	NA	comp18225_c0_seq2	NA	NA	NA	NA	NA	FX444200.1	Unigene6440_Mix_Normal_N	NA	NA	c53610_g1_i1	comp45109_c0_seq2	NA	NA	comp236553_c0_seq1
XP_015750997.1	GASU01015172.1	NA	NA	NA	c011739	Locus_13228_Transcript_1/1_Confidence_1.0_Length_1374	Contig_41597	NA	NA	NA	NA	NA	NA	NA	FX491198.1	NA	NA	bu_91849.1_c30891	c56895_g1_i1	NA	NA	NA	NA
XP_015764258.1	NA	NA	NA	NA	NA	NA	NA	NA	comp34920_c0_seq3	NA	NA	jgi|Nemve1|96329|e_gw.42.182.1	NA	NA	NA	Unigene72080_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp240541_c0_seq1
XP_015773622.1	GASU01030174.1	adi_EST_assem_1610	NA	contig144756_159110_160473	c005721	Locus_3133_Transcript_2/4_Confidence_1.0_Length_2858	Contig_7588	isotig09139	NA	comp8194_c0_seq1	NA	NA	NA	isotig00852	FX436160.1	Unigene77287_Mix_Normal_N	NA	NA	NA	NA	comp7437_c0_seq1	Spi_isotig04797	comp236457_c0_seq1
XP_015764257.1	GASU01079966.1	adi_EST_assem_3298	NA	NA	c016766	NA	NA	NA	NA	NA	NA	NA	comp31855_c0_seq1	NA	FX496725.1	NA	c10517_g1_i1	NA	c55918_g1_i1	NA	NA	Spi_isotig08440	NA
XP_015765274.1	NA	NA	comp27485_c0_seq1	NA	NA	Locus_2759_Transcript_2/11_Confidence_1.0_Length_1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig02447	NA
XP_015779514.1	NA	NA	NA	NA	NA	NA	NA	NA	comp53449_c0_seq1	NA	NA	jgi|Nemve1|122951|e_gw.195.5.1	NA	NA	FX461869.1	NA	NA	NA	c46889_g1_i1	NA	NA	NA	NA
XP_015749994.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c52944_g2_i2	NA	NA	NA	comp258284_c0_seq8
XP_015753637.1	NA	adi_EST_assem_5701	NA	NA	c005474p	NA	Contig_3055	NA	NA	NA	NA	NA	NA	NA	FX504139.1	NA	NA	NA	c59819_g2_i2	comp51725_c0_seq2	NA	NA	comp247840_c0_seq1
XP_015770636.1	GASU01080597.1	adi_EST_assem_2022	NA	NA	c020316	NA	Contig_8465	isotig10507	NA	NA	comp4794_c1_seq2	jgi|Nemve1|106028|e_gw.80.268.1	NA	isotig04027	FX453565.1	Unigene115614_Mix_Normal_N	NA	NA	NA	comp3017_c0_seq1	NA	Spi_isotig08648	NA
XP_015759827.1	GASU01031184.1	adi_EST_assem_7793	NA	NA	c030963	Locus_15300_Transcript_1/1_Confidence_1.0_Length_858	NA	isotig15262	comp455_c0_seq1	NA	comp1572_c1_seq1	jgi|Nemve1|211830|fgenesh1_pg.scaffold_144000047	NA	NA	NA	Unigene137172_Mix_Normal_N	c15843_g1_i1	bu_91849.1_c7438	c49914_g1_i1	NA	NA	Spi_isotig10238	comp223892_c0_seq1
XP_015756304.1	NA	adi_EST_assem_4361	NA	NA	c002183	Locus_4511_Transcript_1/4_Confidence_1.0_Length_4069	NA	NA	comp21701_c0_seq2	NA	NA	jgi|Nemve1|98367|e_gw.49.42.1	NA	NA	NA	NA	NA	NA	c57215_g1_i1	NA	NA	NA	NA
XP_015761693.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|248425|estExt_fgenesh1_pg.C_5580002	NA	NA	NA	NA	NA	NA	c58904_g1_i2	NA	NA	NA	NA
XP_015761694.1	NA	adi_EST_assem_1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp46018_c0_seq1	NA	FX458885.1	Unigene47562_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015774550.1	NA	adi_EST_assem_42	NA	NA	c000710	Locus_8059_Transcript_2/8_Confidence_1.0_Length_7284	Contig_40595	NA	comp920_c0_seq1	NA	NA	NA	NA	NA	FX458925.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015761905.1	GASU01087223.1	NA	NA	NA	c007165	NA	Contig_2567	NA	comp8517_c0_seq3	NA	NA	NA	NA	NA	FX468999.1	NA	NA	NA	c56770_g1_i1	NA	NA	NA	comp250742_c0_seq1
XP_015747922.1	GASU01039922.1	adi_EST_assem_10125	comp30602_c0_seq1	NA	c012018	Locus_3600_Transcript_1/1_Confidence_1.0_Length_1311	Contig_21131	NA	NA	comp12339_c0_seq1	NA	jgi|Nemve1|194333|estExt_GenewiseH_1.C_3620048	comp27705_c0_seq1	isotig05139	FX437930.1	NA	NA	bu_91849.1_c3941	c59669_g3_i4	NA	comp10714_c0_seq3	Spi_isotig06316	comp200216_c0_seq1
XP_015772766.1	GASU01014937.1	adi_EST_assem_8247	NA	NA	c003563	Locus_5511_Transcript_2/2_Confidence_1.0_Length_1795	Contig_34714	NA	comp17223_c0_seq2	NA	NA	NA	comp45561_c0_seq1	NA	FX503696.1	NA	NA	NA	c60322_g1_i2	comp30602_c0_seq2	NA	Spi_isotig05304	NA
XP_015771422.1	GASU01005048.1	adi_EST_assem_18899	comp81606_c0_seq1	NA	c008246	NA	NA	NA	NA	NA	comp47247_c0_seq2	NA	NA	NA	FX448298.1	NA	NA	NA	c57271_g1_i2	NA	NA	NA	comp253662_c1_seq1
XP_015769956.1	GASU01079434.1	NA	NA	NA	c021652	NA	Contig_11563	isotig16843	NA	comp248_c91_seq131	comp188556_c0_seq1	NA	NA	isotig13288	FX437107.1	NA	c7372_g1_i1	NA	c46117_g1_i1	NA	NA	Spi_isotig06919	NA
XP_015769666.1	NA	adi_EST_assem_878	NA	NA	c002018	Locus_1791_Transcript_2/7_Confidence_1.0_Length_3399	NA	NA	comp5150_c0_seq1	NA	comp16062_c0_seq1	NA	NA	NA	NA	NA	NA	NA	c61189_g4_i2	NA	comp1805_c0_seq1	Spi_isotig04695	comp245509_c0_seq1
XP_015777003.1	NA	adi_EST_assem_7557	comp3184_c0_seq2	NA	c020571	Locus_10631_Transcript_1/1_Confidence_1.0_Length_1018	Contig_16305	NA	comp4096_c0_seq1	NA	NA	jgi|Nemve1|237474|estExt_fgenesh1_kg.C_2700001	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig05082	NA
XP_015761510.1	GASU01070515.1	adi_EST_assem_7920	NA	NA	c001861p	Locus_9688_Transcript_1/1_Confidence_1.0_Length_1912	Contig_9453	NA	NA	NA	NA	NA	NA	NA	FX491669.1	NA	NA	NA	c51018_g1_i1	NA	NA	Spi_isotig05135	comp245249_c0_seq1
XP_015755043.1	GASU01084013.1	adi_EST_assem_2448	NA	NA	NA	NA	Contig_328	NA	NA	comp238227_c0_seq1	NA	NA	comp42258_c0_seq1	NA	FX442743.1	NA	NA	NA	NA	comp30428_c0_seq1	NA	NA	NA
XP_015748748.1	GASU01080749.1	adi_EST_assem_5417	NA	NA	c001094p	NA	Contig_28912	NA	NA	NA	comp26306_c0_seq2	jgi|Nemve1|173010|estExt_gwp.C_2320053	NA	NA	NA	NA	NA	NA	c56996_g1_i3	NA	NA	NA	comp255136_c0_seq1
XP_015761948.1	GASU01079488.1	adi_EST_assem_533	NA	NA	c002692p	NA	Contig_37996	NA	comp7886_c1_seq1	comp26306_c0_seq1	comp17943_c0_seq1	jgi|Nemve1|202420|fgenesh1_pg.scaffold_35000008	comp45110_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp257570_c1_seq1
XP_015756864.1	GASU01031457.1	adi_EST_assem_2993	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|98570|e_gw.50.142.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig04668	NA
XP_015779080.1	GASU01083840.1	adi_EST_assem_749	comp59641_c0_seq1	NA	c003413	NA	Contig_25872	NA	comp8396_c0_seq1	NA	NA	jgi|Nemve1|96560|e_gw.43.192.1	NA	NA	FX502435.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015756701.1	GASU01095216.1	NA	NA	NA	NA	NA	Contig_40159	NA	NA	comp359680_c0_seq1	comp135847_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c12192	c92806_g1_i1	NA	NA	Spi_isotig07938	comp224773_c0_seq2
XP_015756670.1	NA	NA	NA	NA	NA	NA	NA	NA	comp2865_c0_seq3	comp3950_c0_seq1	NA	NA	NA	NA	FX493671.1	NA	NA	NA	NA	comp6412_c0_seq1	comp1360_c0_seq1	Spi_isotig08218	NA
XP_015756677.1	GASU01031337.1	adi_EST_assem_8486	NA	contig153221	c013002	NA	Contig_3417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015757745.1	GASU01031083.1	adi_EST_assem_3077	NA	contig69187	NA	Locus_8778_Transcript_1/2_Confidence_1.0_Length_1093	Contig_9581	isotig13122	comp3525_c0_seq1	NA	NA	NA	NA	isotig06623	FX448860.1	Unigene6735_Mix_Normal_N	c16117_g1_i2	NA	c54396_g1_i1	NA	comp13564_c0_seq1	Spi_isotig03242	NA
XP_015775084.1	NA	NA	NA	NA	c000910	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX436276.1	NA	NA	NA	c60315_g3_i1	NA	NA	NA	NA
XP_015748065.1	NA	NA	comp31814_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp45495_c0_seq1	NA	FX437392.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015752659.1	GASU01041599.1	NA	comp5842_c1_seq2	NA	c001441p	NA	NA	NA	NA	NA	comp18070_c0_seq2	NA	comp45580_c0_seq1	NA	FX436952.1	NA	NA	NA	c60415_g2_i1	NA	NA	NA	comp253206_c0_seq2
XP_015747888.1	GASU01086423.1	NA	comp112419_c0_seq1	NA	c017089	NA	NA	NA	NA	NA	comp45863_c0_seq1	jgi|Nemve1|228796|fgenesh1_pm.scaffold_35000004	NA	NA	FX474312.1	NA	NA	NA	c60038_g9_i1	NA	NA	NA	comp252462_c0_seq11
XP_015752234.1	GASU01009303.1	adi_EST_assem_10178	NA	NA	c028274	NA	NA	G3MV2BB01EUWWZ	comp11901_c0_seq5	NA	comp44274_c0_seq1	NA	NA	NA	NA	Unigene59399_Mix_Normal_N	NA	NA	c62182_g4_i1	NA	NA	NA	NA
XP_015753755.1	GASU01030230.1	adi_EST_assem_4630	NA	NA	NA	NA	Contig_15346	NA	comp2694_c0_seq2	NA	comp5456_c0_seq2	NA	NA	NA	NA	Unigene45948_Mix_Normal_N	c16640_g1_i1	NA	NA	NA	NA	NA	NA
XP_015765183.1	GASU01030224.1	adi_EST_assem_7292	comp48803_c0_seq1	NA	c011466	NA	Contig_12158	isotig04351	comp8429_c0_seq1	comp114245_c0_seq2	comp4405_c0_seq1	jgi|Nemve1|126045|e_gw.227.7.1	NA	NA	FX436546.1	Unigene45686_Mix_Normal_N	c15918_g1_i2	NA	c59279_g5_i1	NA	NA	Spi_isotig06990	comp258472_c1_seq1
XP_015749156.1	GASU01031737.1	NA	comp9400_c1_seq1	NA	NA	Locus_513_Transcript_2/3_Confidence_1.0_Length_327	Contig_19109	isotig34831	NA	NA	NA	NA	NA	NA	FX503695.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015756116.1	NA	NA	NA	NA	c008833	NA	Contig_2840	NA	NA	comp8081_c1_seq1	NA	jgi|Nemve1|209987|fgenesh1_pg.scaffold_114000059	NA	NA	FX438370.1	Unigene6495_Mix_Normal_N	NA	bu_91849.1_c1025	c55134_g1_i1	NA	NA	Spi_isotig04989	comp245215_c0_seq1
XP_015753935.1	NA	adi_EST_assem_3170	comp1405_c0_seq1	NA	c008212	NA	Contig_3916	isotig13747	NA	NA	NA	jgi|Nemve1|192015|estExt_GenewiseH_1.C_2250049	comp34567_c0_seq1	isotig06443	FX439948.1	Unigene16792_Mix_Normal_N	c9486_g1_i1	bu_91849.1_c7199	c35956_g1_i2	comp1642_c0_seq1	NA	Spi_isotig09197	NA
XP_015756350.1	GASU01004573.1	NA	NA	NA	c003777p	NA	NA	NA	comp280_c13_seq226	NA	NA	jgi|Nemve1|245456|estExt_fgenesh1_pg.C_1600049	NA	NA	NA	Unigene127123_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015758179.1	GASU01085012.1	NA	comp59317_c0_seq1	NA	c013633	NA	Contig_1414	NA	NA	comp6898_c0_seq1	NA	jgi|Nemve1|227021|fgenesh1_kg.scaffold_110000001	NA	NA	FX447914.1	Unigene14392_Mix_Normal_N	c7694_g1_i1	NA	c58309_g3_i1	comp13681_c0_seq1	NA	NA	comp258201_c0_seq5
XP_015774666.1	GASU01093884.1	adi_EST_assem_5073	NA	NA	c009357	NA	Contig_8877	isotig11180	comp6624_c0_seq3	NA	NA	jgi|Nemve1|191440|estExt_GenewiseH_1.C_2060055	comp43059_c0_seq1	NA	NA	Unigene16791_Mix_Normal_N	NA	bu_91849.1_lrc22465	NA	NA	NA	NA	NA
XP_015756676.1	NA	adi_EST_assem_11197	comp116652_c0_seq1	NA	c002170p	NA	Contig_5757	NA	comp9849_c1_seq2	NA	NA	jgi|Nemve1|173586|estExt_gwp.C_2590034	NA	NA	NA	Unigene135144_Mix_Normal_N	NA	NA	c34843_g1_i1	NA	NA	NA	comp256444_c0_seq5
XP_015769416.1	GASU01081241.1	adi_EST_assem_17275	NA	NA	c005456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp246238_c0_seq3
XP_015762462.1	GASU01031763.1	adi_EST_assem_24556	NA	NA	NA	NA	Contig_5785	isotig09414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015762463.1	NA	NA	NA	NA	NA	NA	NA	NA	comp207483_c0_seq1	NA	NA	jgi|Nemve1|174298|estExt_gwp.C_2970021	NA	NA	FX498065.1	NA	NA	bu_91849.1_c27231	NA	NA	NA	NA	comp250821_c0_seq2
XP_015769057.1	GASU01091480.1	NA	NA	NA	c021033	NA	Contig_41518	NA	NA	NA	NA	NA	NA	NA	FX476295.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015760796.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp4515_c0_seq1	jgi|Nemve1|166010|estExt_gwp.C_670159	NA	NA	FX439881.1	NA	NA	NA	c58857_g1_i3	NA	NA	NA	NA
XP_015760795.1	GASU01015145.1	adi_EST_assem_3345	comp8703_c0_seq2	NA	NA	NA	NA	NA	comp2104_c0_seq22	NA	comp5233_c0_seq10	jgi|Nemve1|166011|estExt_gwp.C_670160	comp45670_c1_seq2	NA	FX436245.1	Unigene5774_Mix_Normal_N	NA	NA	NA	NA	comp1500_c0_seq1	NA	comp258809_c0_seq2
XP_015763553.1	GASU01031205.1	NA	NA	NA	c004165	NA	NA	NA	NA	NA	comp29369_c0_seq1	NA	comp43424_c0_seq2	NA	NA	NA	NA	NA	c60005_g2_i1	NA	NA	NA	NA
XP_015757893.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp994_c0_seq1	NA	NA	NA	NA	FX459665.1	NA	NA	NA	c58101_g1_i3	comp21011_c0_seq1	NA	NA	comp253553_c0_seq6
XP_015758362.1	GASU01041058.1	adi_EST_assem_11509	NA	NA	NA	NA	Contig_39390	NA	comp57364_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	c58101_g2_i1	NA	comp3811_c0_seq2	NA	NA
XP_015749370.1	GASU01094944.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp18414_c0_seq3	NA	NA	NA	FX438185.1	Unigene20963_Mix_Normal_N	NA	NA	c45723_g1_i1	comp8037_c0_seq2	comp9755_c0_seq4	Spi_isotig13545	NA
XP_015771551.1	GASU01031420.1	NA	comp4678_c0_seq3	NA	c003665	NA	Contig_16281	isotig03449	NA	comp3116_c6_seq21	comp6994_c1_seq1	jgi|Nemve1|171497|estExt_gwp.C_1770139	comp46596_c0_seq2	NA	FX447558.1	Unigene45988_Mix_Normal_N	c17581_g1_i1	NA	c62446_g5_i1	NA	comp5473_c0_seq1	Spi_isotig05595	comp261398_c1_seq1
